Name	Hex	Decimal
CERT_E_CHAINING	0x800B010A	-2146762486
TRUST_E_FAIL	0x800B010B	-2146762485
CERT_E_REVOKED	0x800B010C	-2146762484
CERT_E_UNTRUSTEDTESTROOT	0x800B010D	-2146762483
CERT_E_REVOCATION_FAILURE	0x800B010E	-2146762482
CERT_E_CN_NO_MATCH	0x800B010F	-2146762481
CERT_E_WRONG_USAGE	0x800B0110	-2146762480
TRUST_E_EXPLICIT_DISTRUST	0x800B0111	-2146762479
CERT_E_UNTRUSTEDCA	0x800B0112	-2146762478
CERT_E_INVALID_POLICY	0x800B0113	-2146762477
CERT_E_INVALID_NAME	0x800B0114	-2146762476
SPAPI_E_EXPECTED_SECTION_NAME	0x800F0000	-2146500608
SPAPI_E_BAD_SECTION_NAME_LINE	0x800F0001	-2146500607
SPAPI_E_SECTION_NAME_TOO_LONG	0x800F0002	-2146500606
SPAPI_E_GENERAL_SYNTAX	0x800F0003	-2146500605
SPAPI_E_WRONG_INF_STYLE	0x800F0100	-2146500352
SPAPI_E_SECTION_NOT_FOUND	0x800F0101	-2146500351
SPAPI_E_LINE_NOT_FOUND	0x800F0102	-2146500350
SPAPI_E_NO_BACKUP	0x800F0103	-2146500349
SPAPI_E_NO_ASSOCIATED_CLASS	0x800F0200	-2146500096
SPAPI_E_CLASS_MISMATCH	0x800F0201	-2146500095
SPAPI_E_DUPLICATE_FOUND	0x800F0202	-2146500094
SPAPI_E_NO_DRIVER_SELECTED	0x800F0203	-2146500093
SPAPI_E_KEY_DOES_NOT_EXIST	0x800F0204	-2146500092
SPAPI_E_INVALID_DEVINST_NAME	0x800F0205	-2146500091
SPAPI_E_INVALID_CLASS	0x800F0206	-2146500090
SPAPI_E_DEVINST_ALREADY_EXISTS	0x800F0207	-2146500089
SPAPI_E_DEVINFO_NOT_REGISTERED	0x800F0208	-2146500088
SPAPI_E_INVALID_REG_PROPERTY	0x800F0209	-2146500087
SPAPI_E_NO_INF	0x800F020A	-2146500086
SPAPI_E_NO_SUCH_DEVINST	0x800F020B	-2146500085
SPAPI_E_CANT_LOAD_CLASS_ICON	0x800F020C	-2146500084
SPAPI_E_INVALID_CLASS_INSTALLER	0x800F020D	-2146500083
SPAPI_E_DI_DO_DEFAULT	0x800F020E	-2146500082
SPAPI_E_DI_NOFILECOPY	0x800F020F	-2146500081
SPAPI_E_INVALID_HWPROFILE	0x800F0210	-2146500080
SPAPI_E_NO_DEVICE_SELECTED	0x800F0211	-2146500079
SPAPI_E_DEVINFO_LIST_LOCKED	0x800F0212	-2146500078
SPAPI_E_DEVINFO_DATA_LOCKED	0x800F0213	-2146500077
SPAPI_E_DI_BAD_PATH	0x800F0214	-2146500076
SPAPI_E_NO_CLASSINSTALL_PARAMS	0x800F0215	-2146500075
SPAPI_E_FILEQUEUE_LOCKED	0x800F0216	-2146500074
SPAPI_E_BAD_SERVICE_INSTALLSECT	0x800F0217	-2146500073
SPAPI_E_NO_CLASS_DRIVER_LIST	0x800F0218	-2146500072
SPAPI_E_NO_ASSOCIATED_SERVICE	0x800F0219	-2146500071
SPAPI_E_NO_DEFAULT_DEVICE_INTERFACE	0x800F021A	-2146500070
SPAPI_E_DEVICE_INTERFACE_ACTIVE	0x800F021B	-2146500069
SPAPI_E_DEVICE_INTERFACE_REMOVED	0x800F021C	-2146500068
SPAPI_E_BAD_INTERFACE_INSTALLSECT	0x800F021D	-2146500067
SPAPI_E_NO_SUCH_INTERFACE_CLASS	0x800F021E	-2146500066
SPAPI_E_INVALID_REFERENCE_STRING	0x800F021F	-2146500065
SPAPI_E_INVALID_MACHINENAME	0x800F0220	-2146500064
SPAPI_E_REMOTE_COMM_FAILURE	0x800F0221	-2146500063
SPAPI_E_MACHINE_UNAVAILABLE	0x800F0222	-2146500062
SPAPI_E_NO_CONFIGMGR_SERVICES	0x800F0223	-2146500061
SPAPI_E_INVALID_PROPPAGE_PROVIDER	0x800F0224	-2146500060
SPAPI_E_NO_SUCH_DEVICE_INTERFACE	0x800F0225	-2146500059
SPAPI_E_DI_POSTPROCESSING_REQUIRED	0x800F0226	-2146500058
SPAPI_E_INVALID_COINSTALLER	0x800F0227	-2146500057
SPAPI_E_NO_COMPAT_DRIVERS	0x800F0228	-2146500056
SPAPI_E_NO_DEVICE_ICON	0x800F0229	-2146500055
SPAPI_E_INVALID_INF_LOGCONFIG	0x800F022A	-2146500054
SPAPI_E_DI_DONT_INSTALL	0x800F022B	-2146500053
SPAPI_E_INVALID_FILTER_DRIVER	0x800F022C	-2146500052
SPAPI_E_NON_WINDOWS_NT_DRIVER	0x800F022D	-2146500051
SPAPI_E_NON_WINDOWS_DRIVER	0x800F022E	-2146500050
SPAPI_E_NO_CATALOG_FOR_OEM_INF	0x800F022F	-2146500049
SPAPI_E_DEVINSTALL_QUEUE_NONNATIVE	0x800F0230	-2146500048
SPAPI_E_NOT_DISABLEABLE	0x800F0231	-2146500047
SPAPI_E_CANT_REMOVE_DEVINST	0x800F0232	-2146500046
SPAPI_E_INVALID_TARGET	0x800F0233	-2146500045
SPAPI_E_DRIVER_NONNATIVE	0x800F0234	-2146500044
SPAPI_E_IN_WOW64	0x800F0235	-2146500043
SPAPI_E_SET_SYSTEM_RESTORE_POINT	0x800F0236	-2146500042
SPAPI_E_INCORRECTLY_COPIED_INF	0x800F0237	-2146500041
SPAPI_E_SCE_DISABLED	0x800F0238	-2146500040
SPAPI_E_UNKNOWN_EXCEPTION	0x800F0239	-2146500039
SPAPI_E_PNP_REGISTRY_ERROR	0x800F023A	-2146500038
SPAPI_E_REMOTE_REQUEST_UNSUPPORTED	0x800F023B	-2146500037
SPAPI_E_NOT_AN_INSTALLED_OEM_INF	0x800F023C	-2146500036
SPAPI_E_INF_IN_USE_BY_DEVICES	0x800F023D	-2146500035
SPAPI_E_DI_FUNCTION_OBSOLETE	0x800F023E	-2146500034
SPAPI_E_NO_AUTHENTICODE_CATALOG	0x800F023F	-2146500033
SPAPI_E_AUTHENTICODE_DISALLOWED	0x800F0240	-2146500032
SPAPI_E_AUTHENTICODE_TRUSTED_PUBLISHER	0x800F0241	-2146500031
SPAPI_E_AUTHENTICODE_TRUST_NOT_ESTABLISHED	0x800F0242	-2146500030
SPAPI_E_AUTHENTICODE_PUBLISHER_NOT_TRUSTED	0x800F0243	-2146500029
SPAPI_E_SIGNATURE_OSATTRIBUTE_MISMATCH	0x800F0244	-2146500028
SPAPI_E_ONLY_VALIDATE_VIA_AUTHENTICODE	0x800F0245	-2146500027
SPAPI_E_UNRECOVERABLE_STACK_OVERFLOW	0x800F0300	-2146499840
SPAPI_E_ERROR_NOT_INSTALLED	0x800F1000	-2146496512
SCARD_F_INTERNAL_ERROR	0x80100001	-2146435071
SCARD_E_CANCELLED	0x80100002	-2146435070
SCARD_E_INVALID_HANDLE	0x80100003	-2146435069
SCARD_E_INVALID_PARAMETER	0x80100004	-2146435068
SCARD_E_INVALID_TARGET	0x80100005	-2146435067
SCARD_E_NO_MEMORY	0x80100006	-2146435066
SCARD_F_WAITED_TOO_LONG	0x80100007	-2146435065
SCARD_E_INSUFFICIENT_BUFFER	0x80100008	-2146435064
SCARD_E_UNKNOWN_READER	0x80100009	-2146435063
SCARD_E_TIMEOUT	0x8010000A	-2146435062
SCARD_E_SHARING_VIOLATION	0x8010000B	-2146435061
SCARD_E_NO_SMARTCARD	0x8010000C	-2146435060
SCARD_E_UNKNOWN_CARD	0x8010000D	-2146435059
SCARD_E_CANT_DISPOSE	0x8010000E	-2146435058
SCARD_E_PROTO_MISMATCH	0x8010000F	-2146435057
SCARD_E_NOT_READY	0x80100010	-2146435056
SCARD_E_INVALID_VALUE	0x80100011	-2146435055
SCARD_E_SYSTEM_CANCELLED	0x80100012	-2146435054
SCARD_F_COMM_ERROR	0x80100013	-2146435053
SCARD_F_UNKNOWN_ERROR	0x80100014	-2146435052
SCARD_E_INVALID_ATR	0x80100015	-2146435051
SCARD_E_NOT_TRANSACTED	0x80100016	-2146435050
SCARD_E_READER_UNAVAILABLE	0x80100017	-2146435049
SCARD_P_SHUTDOWN	0x80100018	-2146435048
SCARD_E_PCI_TOO_SMALL	0x80100019	-2146435047
SCARD_E_READER_UNSUPPORTED	0x8010001A	-2146435046
SCARD_E_DUPLICATE_READER	0x8010001B	-2146435045
SCARD_E_CARD_UNSUPPORTED	0x8010001C	-2146435044
SCARD_E_NO_SERVICE	0x8010001D	-2146435043
SCARD_E_SERVICE_STOPPED	0x8010001E	-2146435042
SCARD_E_UNEXPECTED	0x8010001F	-2146435041
SCARD_E_ICC_INSTALLATION	0x80100020	-2146435040
SCARD_E_ICC_CREATEORDER	0x80100021	-2146435039
SCARD_E_UNSUPPORTED_FEATURE	0x80100022	-2146435038
SCARD_E_DIR_NOT_FOUND	0x80100023	-2146435037
SCARD_E_FILE_NOT_FOUND	0x80100024	-2146435036
SCARD_E_NO_DIR	0x80100025	-2146435035
SCARD_E_NO_FILE	0x80100026	-2146435034
SCARD_E_NO_ACCESS	0x80100027	-2146435033
SCARD_E_WRITE_TOO_MANY	0x80100028	-2146435032
SCARD_E_BAD_SEEK	0x80100029	-2146435031
SCARD_E_INVALID_CHV	0x8010002A	-2146435030
SCARD_E_UNKNOWN_RES_MNG	0x8010002B	-2146435029
SCARD_E_NO_SUCH_CERTIFICATE	0x8010002C	-2146435028
SCARD_E_CERTIFICATE_UNAVAILABLE	0x8010002D	-2146435027
SCARD_E_NO_READERS_AVAILABLE	0x8010002E	-2146435026
SCARD_E_COMM_DATA_LOST	0x8010002F	-2146435025
SCARD_E_NO_KEY_CONTAINER	0x80100030	-2146435024
SCARD_E_SERVER_TOO_BUSY	0x80100031	-2146435023
SCARD_W_UNSUPPORTED_CARD	0x80100065	-2146434971
SCARD_W_UNRESPONSIVE_CARD	0x80100066	-2146434970
SCARD_W_UNPOWERED_CARD	0x80100067	-2146434969
SCARD_W_RESET_CARD	0x80100068	-2146434968
SCARD_W_REMOVED_CARD	0x80100069	-2146434967
SCARD_W_SECURITY_VIOLATION	0x8010006A	-2146434966
SCARD_W_WRONG_CHV	0x8010006B	-2146434965
SCARD_W_CHV_BLOCKED	0x8010006C	-2146434964
SCARD_W_EOF	0x8010006D	-2146434963
SCARD_W_CANCELLED_BY_USER	0x8010006E	-2146434962
SCARD_W_CARD_NOT_AUTHENTICATED	0x8010006F	-2146434961
COMADMIN_E_OBJECTERRORS	0x80110401	-2146368511
COMADMIN_E_OBJECTINVALID	0x80110402	-2146368510
COMADMIN_E_KEYMISSING	0x80110403	-2146368509
COMADMIN_E_ALREADYINSTALLED	0x80110404	-2146368508
COMADMIN_E_APP_FILE_WRITEFAIL	0x80110407	-2146368505
COMADMIN_E_APP_FILE_READFAIL	0x80110408	-2146368504
COMADMIN_E_APP_FILE_VERSION	0x80110409	-2146368503
COMADMIN_E_BADPATH	0x8011040A	-2146368502
COMADMIN_E_APPLICATIONEXISTS	0x8011040B	-2146368501
COMADMIN_E_ROLEEXISTS	0x8011040C	-2146368500
COMADMIN_E_CANTCOPYFILE	0x8011040D	-2146368499
COMADMIN_E_NOUSER	0x8011040F	-2146368497
COMADMIN_E_INVALIDUSERIDS	0x80110410	-2146368496
COMADMIN_E_NOREGISTRYCLSID	0x80110411	-2146368495
COMADMIN_E_BADREGISTRYPROGID	0x80110412	-2146368494
COMADMIN_E_AUTHENTICATIONLEVEL	0x80110413	-2146368493
COMADMIN_E_USERPASSWDNOTVALID	0x80110414	-2146368492
COMADMIN_E_CLSIDORIIDMISMATCH	0x80110418	-2146368488
COMADMIN_E_REMOTEINTERFACE	0x80110419	-2146368487
COMADMIN_E_DLLREGISTERSERVER	0x8011041A	-2146368486
COMADMIN_E_NOSERVERSHARE	0x8011041B	-2146368485
COMADMIN_E_DLLLOADFAILED	0x8011041D	-2146368483
COMADMIN_E_BADREGISTRYLIBID	0x8011041E	-2146368482
COMADMIN_E_APPDIRNOTFOUND	0x8011041F	-2146368481
COMADMIN_E_REGISTRARFAILED	0x80110423	-2146368477
COMADMIN_E_COMPFILE_DOESNOTEXIST	0x80110424	-2146368476
COMADMIN_E_COMPFILE_LOADDLLFAIL	0x80110425	-2146368475
COMADMIN_E_COMPFILE_GETCLASSOBJ	0x80110426	-2146368474
COMADMIN_E_COMPFILE_CLASSNOTAVAIL	0x80110427	-2146368473
COMADMIN_E_COMPFILE_BADTLB	0x80110428	-2146368472
COMADMIN_E_COMPFILE_NOTINSTALLABLE	0x80110429	-2146368471
COMADMIN_E_NOTCHANGEABLE	0x8011042A	-2146368470
COMADMIN_E_NOTDELETEABLE	0x8011042B	-2146368469
COMADMIN_E_SESSION	0x8011042C	-2146368468
COMADMIN_E_COMP_MOVE_LOCKED	0x8011042D	-2146368467
COMADMIN_E_COMP_MOVE_BAD_DEST	0x8011042E	-2146368466
COMADMIN_E_REGISTERTLB	0x80110430	-2146368464
COMADMIN_E_SYSTEMAPP	0x80110433	-2146368461
COMADMIN_E_COMPFILE_NOREGISTRAR	0x80110434	-2146368460
COMADMIN_E_COREQCOMPINSTALLED	0x80110435	-2146368459
COMADMIN_E_SERVICENOTINSTALLED	0x80110436	-2146368458
COMADMIN_E_PROPERTYSAVEFAILED	0x80110437	-2146368457
COMADMIN_E_OBJECTEXISTS	0x80110438	-2146368456
COMADMIN_E_COMPONENTEXISTS	0x80110439	-2146368455
COMADMIN_E_REGFILE_CORRUPT	0x8011043B	-2146368453
COMADMIN_E_PROPERTY_OVERFLOW	0x8011043C	-2146368452
COMADMIN_E_NOTINREGISTRY	0x8011043E	-2146368450
COMADMIN_E_OBJECTNOTPOOLABLE	0x8011043F	-2146368449
COMADMIN_E_APPLID_MATCHES_CLSID	0x80110446	-2146368442
COMADMIN_E_ROLE_DOES_NOT_EXIST	0x80110447	-2146368441
COMADMIN_E_START_APP_NEEDS_COMPONENTS	0x80110448	-2146368440
COMADMIN_E_REQUIRES_DIFFERENT_PLATFORM	0x80110449	-2146368439
COMADMIN_E_CAN_NOT_EXPORT_APP_PROXY	0x8011044A	-2146368438
COMADMIN_E_CAN_NOT_START_APP	0x8011044B	-2146368437
COMADMIN_E_CAN_NOT_EXPORT_SYS_APP	0x8011044C	-2146368436
COMADMIN_E_CANT_SUBSCRIBE_TO_COMPONENT	0x8011044D	-2146368435
COMADMIN_E_EVENTCLASS_CANT_BE_SUBSCRIBER	0x8011044E	-2146368434
COMADMIN_E_LIB_APP_PROXY_INCOMPATIBLE	0x8011044F	-2146368433
COMADMIN_E_BASE_PARTITION_ONLY	0x80110450	-2146368432
COMADMIN_E_START_APP_DISABLED	0x80110451	-2146368431
COMADMIN_E_CAT_DUPLICATE_PARTITION_NAME	0x80110457	-2146368425
COMADMIN_E_CAT_INVALID_PARTITION_NAME	0x80110458	-2146368424
COMADMIN_E_CAT_PARTITION_IN_USE	0x80110459	-2146368423
COMADMIN_E_FILE_PARTITION_DUPLICATE_FILES	0x8011045A	-2146368422
COMADMIN_E_CAT_IMPORTED_COMPONENTS_NOT_ALLOWED	0x8011045B	-2146368421
COMADMIN_E_AMBIGUOUS_APPLICATION_NAME	0x8011045C	-2146368420
COMADMIN_E_AMBIGUOUS_PARTITION_NAME	0x8011045D	-2146368419
COMADMIN_E_REGDB_NOTINITIALIZED	0x80110472	-2146368398
COMADMIN_E_REGDB_NOTOPEN	0x80110473	-2146368397
COMADMIN_E_REGDB_SYSTEMERR	0x80110474	-2146368396
COMADMIN_E_REGDB_ALREADYRUNNING	0x80110475	-2146368395
COMADMIN_E_MIG_VERSIONNOTSUPPORTED	0x80110480	-2146368384
COMADMIN_E_MIG_SCHEMANOTFOUND	0x80110481	-2146368383
COMADMIN_E_CAT_BITNESSMISMATCH	0x80110482	-2146368382
COMADMIN_E_CAT_UNACCEPTABLEBITNESS	0x80110483	-2146368381
COMADMIN_E_CAT_WRONGAPPBITNESS	0x80110484	-2146368380
COMADMIN_E_CAT_PAUSE_RESUME_NOT_SUPPORTED	0x80110485	-2146368379
COMADMIN_E_CAT_SERVERFAULT	0x80110486	-2146368378
COMQC_E_APPLICATION_NOT_QUEUED	0x80110600	-2146368000
COMQC_E_NO_QUEUEABLE_INTERFACES	0x80110601	-2146367999
COMQC_E_QUEUING_SERVICE_NOT_AVAILABLE	0x80110602	-2146367998
COMQC_E_NO_IPERSISTSTREAM	0x80110603	-2146367997
COMQC_E_BAD_MESSAGE	0x80110604	-2146367996
COMQC_E_UNAUTHENTICATED	0x80110605	-2146367995
COMQC_E_UNTRUSTED_ENQUEUER	0x80110606	-2146367994
MSDTC_E_DUPLICATE_RESOURCE	0x80110701	-2146367743
COMADMIN_E_OBJECT_PARENT_MISSING	0x80110808	-2146367480
COMADMIN_E_OBJECT_DOES_NOT_EXIST	0x80110809	-2146367479
COMADMIN_E_APP_NOT_RUNNING	0x8011080A	-2146367478
COMADMIN_E_INVALID_PARTITION	0x8011080B	-2146367477
COMADMIN_E_SVCAPP_NOT_POOLABLE_OR_RECYCLABLE	0x8011080D	-2146367475
COMADMIN_E_USER_IN_SET	0x8011080E	-2146367474
COMADMIN_E_CANTRECYCLELIBRARYAPPS	0x8011080F	-2146367473
COMADMIN_E_CANTRECYCLESERVICEAPPS	0x80110811	-2146367471
COMADMIN_E_PROCESSALREADYRECYCLED	0x80110812	-2146367470
COMADMIN_E_PAUSEDPROCESSMAYNOTBERECYCLED	0x80110813	-2146367469
COMADMIN_E_CANTMAKEINPROCSERVICE	0x80110814	-2146367468
COMADMIN_E_PROGIDINUSEBYCLSID	0x80110815	-2146367467
COMADMIN_E_DEFAULT_PARTITION_NOT_IN_SET	0x80110816	-2146367466
COMADMIN_E_RECYCLEDPROCESSMAYNOTBEPAUSED	0x80110817	-2146367465
COMADMIN_E_PARTITION_ACCESSDENIED	0x80110818	-2146367464
COMADMIN_E_PARTITION_MSI_ONLY	0x80110819	-2146367463
COMADMIN_E_LEGACYCOMPS_NOT_ALLOWED_IN_1_0_FORMAT	0x8011081A	-2146367462
COMADMIN_E_LEGACYCOMPS_NOT_ALLOWED_IN_NONBASE_PARTITIONS	0x8011081B	-2146367461
COMADMIN_E_COMP_MOVE_SOURCE	0x8011081C	-2146367460
COMADMIN_E_COMP_MOVE_DEST	0x8011081D	-2146367459
COMADMIN_E_COMP_MOVE_PRIVATE	0x8011081E	-2146367458
COMADMIN_E_BASEPARTITION_REQUIRED_IN_SET	0x8011081F	-2146367457
COMADMIN_E_CANNOT_ALIAS_EVENTCLASS	0x80110820	-2146367456
COMADMIN_E_PRIVATE_ACCESSDENIED	0x80110821	-2146367455
COMADMIN_E_SAFERINVALID	0x80110822	-2146367454
COMADMIN_E_REGISTRY_ACCESSDENIED	0x80110823	-2146367453
COMADMIN_E_PARTITIONS_DISABLED	0x80110824	-2146367452
// Imported HRESULTs from CorError.h	0x00000000	0
CEE_E_ENTRYPOINT	0x80131000	-2146234368
CEE_E_CVTRES_NOT_FOUND	0x80131001	-2146234367
MSEE_E_LOADLIBFAILED	0x80131010	-2146234352
MSEE_E_GETPROCFAILED	0x80131011	-2146234351
MSEE_E_MULTCOPIESLOADED	0x80131012	-2146234350
COR_E_APPDOMAINUNLOADED	0x80131014	-2146234348
COR_E_CANNOTUNLOADAPPDOMAIN	0x80131015	-2146234347
MSEE_E_ASSEMBLYLOADINPROGRESS	0x80131016	-2146234346
MSEE_E_CANNOTCREATEAPPDOMAIN	0x80131017	-2146234345
COR_E_FIXUPSINEXE	0x80131019	-2146234343
COR_E_NO_LOADLIBRARY_ALLOWED	0x8013101A	-2146234342
COR_E_NEWER_RUNTIME	0x8013101B	-2146234341
HOST_E_DEADLOCK	0x80131020	-2146234336
HOST_E_INTERRUPTED	0x80131021	-2146234335
HOST_E_INVALIDOPERATION	0x80131022	-2146234334
HOST_E_CLRNOTAVAILABLE	0x80131023	-2146234333
HOST_E_TIMEOUT	0x80131024	-2146234332
HOST_E_NOT_OWNER	0x80131025	-2146234331
HOST_E_ABANDONED	0x80131026	-2146234330
HOST_E_EXITPROCESS_THREADABORT	0x80131027	-2146234329
HOST_E_EXITPROCESS_ADUNLOAD	0x80131028	-2146234328
HOST_E_EXITPROCESS_TIMEOUT	0x80131029	-2146234327
HOST_E_EXITPROCESS_OUTOFMEMORY	0x8013102A	-2146234326
HOST_E_EXITPROCESS_STACKOVERFLOW	0x8013102B	-2146234325
COR_E_MODULE_HASH_CHECK_FAILED	0x80131039	-2146234311
FUSION_E_REF_DEF_MISMATCH	0x80131040	-2146234304
FUSION_E_INVALID_PRIVATE_ASM_LOCATION	0x80131041	-2146234303
FUSION_E_ASM_MODULE_MISSING	0x80131042	-2146234302
FUSION_E_UNEXPECTED_MODULE_FOUND	0x80131043	-2146234301
FUSION_E_PRIVATE_ASM_DISALLOWED	0x80131044	-2146234300
FUSION_E_SIGNATURE_CHECK_FAILED	0x80131045	-2146234299
FUSION_E_DATABASE_ERROR	0x80131046	-2146234298
FUSION_E_INVALID_NAME	0x80131047	-2146234297
FUSION_E_CODE_DOWNLOAD_DISABLED	0x80131048	-2146234296
FUSION_E_UNINSTALL_DISALLOWED	0x80131049	-2146234295
FUSION_E_HOST_GAC_ASM_MISMATCH	0x80131050	-2146234288
CLDB_E_FILE_BADREAD	0x80131100	-2146234112
CLDB_E_FILE_BADWRITE	0x80131101	-2146234111
CLDB_E_FILE_READONLY	0x80131103	-2146234109
CLDB_E_NAME_ERROR	0x80131105	-2146234107
CLDB_S_TRUNCATION	0x00131106	1249542
CLDB_E_TRUNCATION	0x80131106	-2146234106
CLDB_E_FILE_OLDVER	0x80131107	-2146234105
CLDB_E_RELOCATED	0x80131108	-2146234104
CLDB_S_NULL	0x00131109	1249545
CLDB_E_SMDUPLICATE	0x8013110A	-2146234102
CLDB_E_NO_DATA	0x8013110B	-2146234101
CLDB_E_READONLY	0x8013110C	-2146234100
CLDB_E_INCOMPATIBLE	0x8013110D	-2146234099
CLDB_E_FILE_CORRUPT	0x8013110E	-2146234098
CLDB_E_SCHEMA_VERNOTFOUND	0x8013110F	-2146234097
CLDB_E_BADUPDATEMODE	0x80131110	-2146234096
CLDB_E_INDEX_NONULLKEYS	0x80131121	-2146234079
CLDB_E_INDEX_DUPLICATE	0x80131122	-2146234078
CLDB_E_INDEX_BADTYPE	0x80131123	-2146234077
CLDB_E_INDEX_NOTFOUND	0x80131124	-2146234076
CLDB_S_INDEX_TABLESCANREQUIRED	0x00131125	1249573
CLDB_E_RECORD_NOTFOUND	0x80131130	-2146234064
CLDB_E_RECORD_OVERFLOW	0x80131131	-2146234063
CLDB_E_RECORD_DUPLICATE	0x80131132	-2146234062
CLDB_E_RECORD_PKREQUIRED	0x80131133	-2146234061
CLDB_E_RECORD_DELETED	0x80131134	-2146234060
CLDB_E_RECORD_OUTOFORDER	0x80131135	-2146234059
CLDB_E_COLUMN_OVERFLOW	0x80131140	-2146234048
CLDB_E_COLUMN_READONLY	0x80131141	-2146234047
CLDB_E_COLUMN_SPECIALCOL	0x80131142	-2146234046
CLDB_E_COLUMN_PKNONULLS	0x80131143	-2146234045
CLDB_E_TABLE_CANTDROP	0x80131150	-2146234032
CLDB_E_OBJECT_NOTFOUND	0x80131151	-2146234031
CLDB_E_OBJECT_COLNOTFOUND	0x80131152	-2146234030
CLDB_E_VECTOR_BADINDEX	0x80131153	-2146234029
CLDB_E_TOO_BIG	0x80131154	-2146234028
META_E_INVALID_TOKEN_TYPE	0x8013115F	-2146234017
TLBX_E_INVALID_TYPEINFO	0x80131160	-2146234016
TLBX_E_INVALID_TYPEINFO_UNNAMED	0x80131161	-2146234015
TLBX_E_CTX_NESTED	0x80131162	-2146234014
TLBX_E_ERROR_MESSAGE	0x80131163	-2146234013
TLBX_E_CANT_SAVE	0x80131164	-2146234012
TLBX_W_LIBNOTREGISTERED	0x80131165	-2146234011
TLBX_E_CANTLOADLIBRARY	0x80131166	-2146234010
TLBX_E_BAD_VT_TYPE	0x80131167	-2146234009
TLBX_E_NO_MSCOREE_TLB	0x80131168	-2146234008
TLBX_E_BAD_MSCOREE_TLB	0x80131169	-2146234007
TLBX_E_TLB_EXCEPTION	0x8013116A	-2146234006
TLBX_E_MULTIPLE_LCIDS	0x8013116B	-2146234005
TLBX_I_TYPEINFO_IMPORTED	0x0013116C	1249644
TLBX_E_AMBIGUOUS_RETURN	0x8013116D	-2146234003
TLBX_E_DUPLICATE_TYPE_NAME	0x8013116E	-2146234002
TLBX_I_USEIUNKNOWN	0x0013116F	1249647
TLBX_I_UNCONVERTABLE_ARGS	0x00131170	1249648
TLBX_I_UNCONVERTABLE_FIELD	0x00131171	1249649
TLBX_I_NONSEQUENTIALSTRUCT	0x80131172	-2146233998
TLBX_W_WARNING_MESSAGE	0x00131173	1249651
TLBX_I_RESOLVEREFFAILED	0x80131174	-2146233996
TLBX_E_ASANY	0x80131175	-2146233995
TLBX_E_INVALIDLCIDPARAM	0x80131176	-2146233994
TLBX_E_LCIDONDISPONLYITF	0x80131177	-2146233993
TLBX_E_NONPUBLIC_FIELD	0x80131178	-2146233992
TLBX_I_TYPE_EXPORTED	0x00131179	1249657
TLBX_I_DUPLICATE_DISPID	0x0013117A	1249658
TLBX_E_BAD_NAMES	0x8013117B	-2146233989
TLBX_I_REF_TYPE_AS_STRUCT	0x0013117C	1249660
TLBX_E_GENERICINST_SIGNATURE	0x8013117D	-2146233987
TLBX_E_GENERICPAR_SIGNATURE	0x8013117E	-2146233986
TLBX_I_GENERIC_TYPE	0x0013117F	1249663
META_E_DUPLICATE	0x80131180	-2146233984
META_E_GUID_REQUIRED	0x80131181	-2146233983
META_E_TYPEDEF_MISMATCH	0x80131182	-2146233982
META_E_MERGE_COLLISION	0x80131183	-2146233981
TLBX_W_NON_INTEGRAL_CA_TYPE	0x00131184	1249668
TLBX_W_IENUM_CA_ON_IUNK	0x00131185	1249669
TLBX_E_NO_SAFEHANDLE_ARRAYS	0x80131186	-2146233978
META_E_METHD_NOT_FOUND	0x80131187	-2146233977
META_E_FIELD_NOT_FOUND	0x80131188	-2146233976
META_S_PARAM_MISMATCH	0x00131189	1249673
META_E_PARAM_MISMATCH	0x80131189	-2146233975
META_E_BADMETADATA	0x8013118A	-2146233974
META_E_INTFCEIMPL_NOT_FOUND	0x8013118B	-2146233973
TLBX_E_NO_CRITICALHANDLE_ARRAYS	0x8013118C	-2146233972
META_E_CLASS_LAYOUT_INCONSISTENT	0x8013118D	-2146233971
META_E_FIELD_MARSHAL_NOT_FOUND	0x8013118E	-2146233970
META_E_METHODSEM_NOT_FOUND	0x8013118F	-2146233969
META_E_EVENT_NOT_FOUND	0x80131190	-2146233968
META_E_PROP_NOT_FOUND	0x80131191	-2146233967
META_E_BAD_SIGNATURE	0x80131192	-2146233966
META_E_BAD_INPUT_PARAMETER	0x80131193	-2146233965
META_E_METHDIMPL_INCONSISTENT	0x80131194	-2146233964
META_E_MD_INCONSISTENCY	0x80131195	-2146233963
META_E_CANNOTRESOLVETYPEREF	0x80131196	-2146233962
META_S_DUPLICATE	0x00131197	1249687
META_E_STRINGSPACE_FULL	0x80131198	-2146233960
META_E_UNEXPECTED_REMAP	0x80131199	-2146233959
META_E_HAS_UNMARKALL	0x8013119A	-2146233958
META_E_MUST_CALL_UNMARKALL	0x8013119B	-2146233957
META_E_GENERICPARAM_INCONSISTENT	0x8013119C	-2146233956
META_E_EVENT_COUNTS	0x8013119D	-2146233955
META_E_PROPERTY_COUNTS	0x8013119E	-2146233954
META_E_TYPEDEF_MISSING	0x8013119F	-2146233953
TLBX_E_CANT_LOAD_MODULE	0x801311A0	-2146233952
TLBX_E_CANT_LOAD_CLASS	0x801311A1	-2146233951
TLBX_E_NULL_MODULE	0x801311A2	-2146233950
TLBX_E_NO_CLSID_KEY	0x801311A3	-2146233949
TLBX_E_CIRCULAR_EXPORT	0x801311A4	-2146233948
