Name	Hex	Decimal
STG_E_SHAREREQUIRED	0x80030106	-2147286778
STG_E_NOTFILEBASEDSTORAGE	0x80030107	-2147286777
STG_E_EXTANTMARSHALLINGS	0x80030108	-2147286776
STG_E_DOCFILECORRUPT	0x80030109	-2147286775
STG_E_BADBASEADDRESS	0x80030110	-2147286768
STG_E_DOCFILETOOLARGE	0x80030111	-2147286767
STG_E_NOTSIMPLEFORMAT	0x80030112	-2147286766
STG_E_INCOMPLETE	0x80030201	-2147286527
STG_E_TERMINATED	0x80030202	-2147286526
STG_S_CONVERTED	0x00030200	197120
STG_S_BLOCK	0x00030201	197121
STG_S_RETRYNOW	0x00030202	197122
STG_S_MONITORING	0x00030203	197123
STG_S_MULTIPLEOPENS	0x00030204	197124
STG_S_CONSOLIDATIONFAILED	0x00030205	197125
STG_S_CANNOTCONSOLIDATE	0x00030206	197126
STG_E_STATUS_COPY_PROTECTION_FAILURE	0x80030305	-2147286267
STG_E_CSS_AUTHENTICATION_FAILURE	0x80030306	-2147286266
STG_E_CSS_KEY_NOT_PRESENT	0x80030307	-2147286265
STG_E_CSS_KEY_NOT_ESTABLISHED	0x80030308	-2147286264
STG_E_CSS_SCRAMBLED_SECTOR	0x80030309	-2147286263
STG_E_CSS_REGION_MISMATCH	0x8003030A	-2147286262
STG_E_RESETS_EXHAUSTED	0x8003030B	-2147286261
RPC_E_CALL_REJECTED	0x80010001	-2147418111
RPC_E_CALL_CANCELED	0x80010002	-2147418110
RPC_E_CANTPOST_INSENDCALL	0x80010003	-2147418109
RPC_E_CANTCALLOUT_INASYNCCALL	0x80010004	-2147418108
RPC_E_CANTCALLOUT_INEXTERNALCALL	0x80010005	-2147418107
RPC_E_CONNECTION_TERMINATED	0x80010006	-2147418106
RPC_E_SERVER_DIED	0x80010007	-2147418105
RPC_E_CLIENT_DIED	0x80010008	-2147418104
RPC_E_INVALID_DATAPACKET	0x80010009	-2147418103
RPC_E_CANTTRANSMIT_CALL	0x8001000A	-2147418102
RPC_E_CLIENT_CANTMARSHAL_DATA	0x8001000B	-2147418101
RPC_E_CLIENT_CANTUNMARSHAL_DATA	0x8001000C	-2147418100
RPC_E_SERVER_CANTMARSHAL_DATA	0x8001000D	-2147418099
RPC_E_SERVER_CANTUNMARSHAL_DATA	0x8001000E	-2147418098
RPC_E_INVALID_DATA	0x8001000F	-2147418097
RPC_E_INVALID_PARAMETER	0x80010010	-2147418096
RPC_E_CANTCALLOUT_AGAIN	0x80010011	-2147418095
RPC_E_SERVER_DIED_DNE	0x80010012	-2147418094
RPC_E_SYS_CALL_FAILED	0x80010100	-2147417856
RPC_E_OUT_OF_RESOURCES	0x80010101	-2147417855
RPC_E_ATTEMPTED_MULTITHREAD	0x80010102	-2147417854
RPC_E_NOT_REGISTERED	0x80010103	-2147417853
RPC_E_FAULT	0x80010104	-2147417852
RPC_E_SERVERFAULT	0x80010105	-2147417851
RPC_E_CHANGED_MODE	0x80010106	-2147417850
RPC_E_INVALIDMETHOD	0x80010107	-2147417849
RPC_E_DISCONNECTED	0x80010108	-2147417848
RPC_E_RETRY	0x80010109	-2147417847
RPC_E_SERVERCALL_RETRYLATER	0x8001010A	-2147417846
RPC_E_SERVERCALL_REJECTED	0x8001010B	-2147417845
RPC_E_INVALID_CALLDATA	0x8001010C	-2147417844
RPC_E_CANTCALLOUT_ININPUTSYNCCALL	0x8001010D	-2147417843
RPC_E_WRONG_THREAD	0x8001010E	-2147417842
RPC_E_THREAD_NOT_INIT	0x8001010F	-2147417841
RPC_E_VERSION_MISMATCH	0x80010110	-2147417840
RPC_E_INVALID_HEADER	0x80010111	-2147417839
RPC_E_INVALID_EXTENSION	0x80010112	-2147417838
RPC_E_INVALID_IPID	0x80010113	-2147417837
RPC_E_INVALID_OBJECT	0x80010114	-2147417836
RPC_S_CALLPENDING	0x80010115	-2147417835
RPC_S_WAITONTIMER	0x80010116	-2147417834
RPC_E_CALL_COMPLETE	0x80010117	-2147417833
RPC_E_UNSECURE_CALL	0x80010118	-2147417832
RPC_E_TOO_LATE	0x80010119	-2147417831
RPC_E_NO_GOOD_SECURITY_PACKAGES	0x8001011A	-2147417830
RPC_E_ACCESS_DENIED	0x8001011B	-2147417829
RPC_E_REMOTE_DISABLED	0x8001011C	-2147417828
RPC_E_INVALID_OBJREF	0x8001011D	-2147417827
RPC_E_NO_CONTEXT	0x8001011E	-2147417826
RPC_E_TIMEOUT	0x8001011F	-2147417825
RPC_E_NO_SYNC	0x80010120	-2147417824
RPC_E_FULLSIC_REQUIRED	0x80010121	-2147417823
RPC_E_INVALID_STD_NAME	0x80010122	-2147417822
CO_E_FAILEDTOIMPERSONATE	0x80010123	-2147417821
CO_E_FAILEDTOGETSECCTX	0x80010124	-2147417820
CO_E_FAILEDTOOPENTHREADTOKEN	0x80010125	-2147417819
CO_E_FAILEDTOGETTOKENINFO	0x80010126	-2147417818
CO_E_TRUSTEEDOESNTMATCHCLIENT	0x80010127	-2147417817
CO_E_FAILEDTOQUERYCLIENTBLANKET	0x80010128	-2147417816
CO_E_FAILEDTOSETDACL	0x80010129	-2147417815
CO_E_ACCESSCHECKFAILED	0x8001012A	-2147417814
CO_E_NETACCESSAPIFAILED	0x8001012B	-2147417813
CO_E_WRONGTRUSTEENAMESYNTAX	0x8001012C	-2147417812
CO_E_INVALIDSID	0x8001012D	-2147417811
CO_E_CONVERSIONFAILED	0x8001012E	-2147417810
CO_E_NOMATCHINGSIDFOUND	0x8001012F	-2147417809
CO_E_LOOKUPACCSIDFAILED	0x80010130	-2147417808
CO_E_NOMATCHINGNAMEFOUND	0x80010131	-2147417807
CO_E_LOOKUPACCNAMEFAILED	0x80010132	-2147417806
CO_E_SETSERLHNDLFAILED	0x80010133	-2147417805
CO_E_FAILEDTOGETWINDIR	0x80010134	-2147417804
CO_E_PATHTOOLONG	0x80010135	-2147417803
CO_E_FAILEDTOGENUUID	0x80010136	-2147417802
CO_E_FAILEDTOCREATEFILE	0x80010137	-2147417801
CO_E_FAILEDTOCLOSEHANDLE	0x80010138	-2147417800
CO_E_EXCEEDSYSACLLIMIT	0x80010139	-2147417799
CO_E_ACESINWRONGORDER	0x8001013A	-2147417798
CO_E_INCOMPATIBLESTREAMVERSION	0x8001013B	-2147417797
CO_E_FAILEDTOOPENPROCESSTOKEN	0x8001013C	-2147417796
CO_E_DECODEFAILED	0x8001013D	-2147417795
CO_E_ACNOTINITIALIZED	0x8001013F	-2147417793
CO_E_CANCEL_DISABLED	0x80010140	-2147417792
RPC_E_UNEXPECTED	0x8001FFFF	-2147352577
ERROR_AUDITING_DISABLED	0xC0090001	-1073151999
ERROR_ALL_SIDS_FILTERED	0xC0090002	-1073151998
NTE_BAD_UID	0x80090001	-2146893823
NTE_BAD_HASH	0x80090002	-2146893822
NTE_BAD_KEY	0x80090003	-2146893821
NTE_BAD_LEN	0x80090004	-2146893820
NTE_BAD_DATA	0x80090005	-2146893819
NTE_BAD_SIGNATURE	0x80090006	-2146893818
NTE_BAD_VER	0x80090007	-2146893817
NTE_BAD_ALGID	0x80090008	-2146893816
NTE_BAD_FLAGS	0x80090009	-2146893815
NTE_BAD_TYPE	0x8009000A	-2146893814
NTE_BAD_KEY_STATE	0x8009000B	-2146893813
NTE_BAD_HASH_STATE	0x8009000C	-2146893812
NTE_NO_KEY	0x8009000D	-2146893811
NTE_NO_MEMORY	0x8009000E	-2146893810
NTE_EXISTS	0x8009000F	-2146893809
NTE_PERM	0x80090010	-2146893808
NTE_NOT_FOUND	0x80090011	-2146893807
NTE_DOUBLE_ENCRYPT	0x80090012	-2146893806
NTE_BAD_PROVIDER	0x80090013	-2146893805
NTE_BAD_PROV_TYPE	0x80090014	-2146893804
NTE_BAD_PUBLIC_KEY	0x80090015	-2146893803
NTE_BAD_KEYSET	0x80090016	-2146893802
NTE_PROV_TYPE_NOT_DEF	0x80090017	-2146893801
NTE_PROV_TYPE_ENTRY_BAD	0x80090018	-2146893800
NTE_KEYSET_NOT_DEF	0x80090019	-2146893799
NTE_KEYSET_ENTRY_BAD	0x8009001A	-2146893798
NTE_PROV_TYPE_NO_MATCH	0x8009001B	-2146893797
NTE_SIGNATURE_FILE_BAD	0x8009001C	-2146893796
NTE_PROVIDER_DLL_FAIL	0x8009001D	-2146893795
NTE_PROV_DLL_NOT_FOUND	0x8009001E	-2146893794
NTE_BAD_KEYSET_PARAM	0x8009001F	-2146893793
NTE_FAIL	0x80090020	-2146893792
NTE_SYS_ERR	0x80090021	-2146893791
NTE_SILENT_CONTEXT	0x80090022	-2146893790
NTE_TOKEN_KEYSET_STORAGE_FULL	0x80090023	-2146893789
NTE_TEMPORARY_PROFILE	0x80090024	-2146893788
NTE_FIXEDPARAMETER	0x80090025	-2146893787
SEC_E_INSUFFICIENT_MEMORY	0x80090300	-2146893056
SEC_E_INVALID_HANDLE	0x80090301	-2146893055
SEC_E_UNSUPPORTED_FUNCTION	0x80090302	-2146893054
SEC_E_TARGET_UNKNOWN	0x80090303	-2146893053
SEC_E_INTERNAL_ERROR	0x80090304	-2146893052
SEC_E_SECPKG_NOT_FOUND	0x80090305	-2146893051
SEC_E_NOT_OWNER	0x80090306	-2146893050
SEC_E_CANNOT_INSTALL	0x80090307	-2146893049
SEC_E_INVALID_TOKEN	0x80090308	-2146893048
SEC_E_CANNOT_PACK	0x80090309	-2146893047
SEC_E_QOP_NOT_SUPPORTED	0x8009030A	-2146893046
SEC_E_NO_IMPERSONATION	0x8009030B	-2146893045
SEC_E_LOGON_DENIED	0x8009030C	-2146893044
SEC_E_UNKNOWN_CREDENTIALS	0x8009030D	-2146893043
SEC_E_NO_CREDENTIALS	0x8009030E	-2146893042
SEC_E_MESSAGE_ALTERED	0x8009030F	-2146893041
SEC_E_OUT_OF_SEQUENCE	0x80090310	-2146893040
SEC_E_NO_AUTHENTICATING_AUTHORITY	0x80090311	-2146893039
SEC_I_CONTINUE_NEEDED	0x00090312	590610
SEC_I_COMPLETE_NEEDED	0x00090313	590611
SEC_I_COMPLETE_AND_CONTINUE	0x00090314	590612
SEC_I_LOCAL_LOGON	0x00090315	590613
SEC_E_BAD_PKGID	0x80090316	-2146893034
SEC_E_CONTEXT_EXPIRED	0x80090317	-2146893033
SEC_I_CONTEXT_EXPIRED	0x00090317	590615
SEC_E_INCOMPLETE_MESSAGE	0x80090318	-2146893032
SEC_E_INCOMPLETE_CREDENTIALS	0x80090320	-2146893024
SEC_E_BUFFER_TOO_SMALL	0x80090321	-2146893023
SEC_I_INCOMPLETE_CREDENTIALS	0x00090320	590624
SEC_I_RENEGOTIATE	0x00090321	590625
SEC_E_WRONG_PRINCIPAL	0x80090322	-2146893022
SEC_I_NO_LSA_CONTEXT	0x00090323	590627
SEC_E_TIME_SKEW	0x80090324	-2146893020
SEC_E_UNTRUSTED_ROOT	0x80090325	-2146893019
SEC_E_ILLEGAL_MESSAGE	0x80090326	-2146893018
SEC_E_CERT_UNKNOWN	0x80090327	-2146893017
SEC_E_CERT_EXPIRED	0x80090328	-2146893016
SEC_E_ENCRYPT_FAILURE	0x80090329	-2146893015
SEC_E_DECRYPT_FAILURE	0x80090330	-2146893008
SEC_E_ALGORITHM_MISMATCH	0x80090331	-2146893007
SEC_E_SECURITY_QOS_FAILED	0x80090332	-2146893006
SEC_E_UNFINISHED_CONTEXT_DELETED	0x80090333	-2146893005
SEC_E_NO_TGT_REPLY	0x80090334	-2146893004
SEC_E_NO_IP_ADDRESSES	0x80090335	-2146893003
SEC_E_WRONG_CREDENTIAL_HANDLE	0x80090336	-2146893002
SEC_E_CRYPTO_SYSTEM_INVALID	0x80090337	-2146893001
SEC_E_MAX_REFERRALS_EXCEEDED	0x80090338	-2146893000
SEC_E_MUST_BE_KDC	0x80090339	-2146892999
SEC_E_STRONG_CRYPTO_NOT_SUPPORTED	0x8009033A	-2146892998
SEC_E_TOO_MANY_PRINCIPALS	0x8009033B	-2146892997
SEC_E_NO_PA_DATA	0x8009033C	-2146892996
SEC_E_PKINIT_NAME_MISMATCH	0x8009033D	-2146892995
SEC_E_SMARTCARD_LOGON_REQUIRED	0x8009033E	-2146892994
SEC_E_SHUTDOWN_IN_PROGRESS	0x8009033F	-2146892993
SEC_E_KDC_INVALID_REQUEST	0x80090340	-2146892992
SEC_E_KDC_UNABLE_TO_REFER	0x80090341	-2146892991
SEC_E_KDC_UNKNOWN_ETYPE	0x80090342	-2146892990
SEC_E_UNSUPPORTED_PREAUTH	0x80090343	-2146892989
SEC_E_DELEGATION_REQUIRED	0x80090345	-2146892987
SEC_E_BAD_BINDINGS	0x80090346	-2146892986
SEC_E_MULTIPLE_ACCOUNTS	0x80090347	-2146892985
SEC_E_NO_KERB_KEY	0x80090348	-2146892984
SEC_E_CERT_WRONG_USAGE	0x80090349	-2146892983
SEC_E_DOWNGRADE_DETECTED	0x80090350	-2146892976
SEC_E_SMARTCARD_CERT_REVOKED	0x80090351	-2146892975
SEC_E_ISSUING_CA_UNTRUSTED	0x80090352	-2146892974
SEC_E_REVOCATION_OFFLINE_C	0x80090353	-2146892973
SEC_E_PKINIT_CLIENT_FAILURE	0x80090354	-2146892972
SEC_E_SMARTCARD_CERT_EXPIRED	0x80090355	-2146892971
SEC_E_NO_S4U_PROT_SUPPORT	0x80090356	-2146892970
SEC_E_CROSSREALM_DELEGATION_FAILURE	0x80090357	-2146892969
SEC_E_REVOCATION_OFFLINE_KDC	0x80090358	-2146892968
SEC_E_ISSUING_CA_UNTRUSTED_KDC	0x80090359	-2146892967
SEC_E_KDC_CERT_EXPIRED	0x8009035A	-2146892966
SEC_E_KDC_CERT_REVOKED	0x8009035B	-2146892965
CRYPT_E_MSG_ERROR	0x80091001	-2146889727
CRYPT_E_UNKNOWN_ALGO	0x80091002	-2146889726
CRYPT_E_OID_FORMAT	0x80091003	-2146889725
CRYPT_E_INVALID_MSG_TYPE	0x80091004	-2146889724
CRYPT_E_UNEXPECTED_ENCODING	0x80091005	-2146889723
CRYPT_E_AUTH_ATTR_MISSING	0x80091006	-2146889722
CRYPT_E_HASH_VALUE	0x80091007	-2146889721
CRYPT_E_INVALID_INDEX	0x80091008	-2146889720
CRYPT_E_ALREADY_DECRYPTED	0x80091009	-2146889719
CRYPT_E_NOT_DECRYPTED	0x8009100A	-2146889718
CRYPT_E_RECIPIENT_NOT_FOUND	0x8009100B	-2146889717
CRYPT_E_CONTROL_TYPE	0x8009100C	-2146889716
CRYPT_E_ISSUER_SERIALNUMBER	0x8009100D	-2146889715
CRYPT_E_SIGNER_NOT_FOUND	0x8009100E	-2146889714
CRYPT_E_ATTRIBUTES_MISSING	0x8009100F	-2146889713
CRYPT_E_STREAM_MSG_NOT_READY	0x80091010	-2146889712
CRYPT_E_STREAM_INSUFFICIENT_DATA	0x80091011	-2146889711
CRYPT_I_NEW_PROTECTION_REQUIRED	0x00091012	593938
CRYPT_E_BAD_LEN	0x80092001	-2146885631
CRYPT_E_BAD_ENCODE	0x80092002	-2146885630
CRYPT_E_FILE_ERROR	0x80092003	-2146885629
CRYPT_E_NOT_FOUND	0x80092004	-2146885628
CRYPT_E_EXISTS	0x80092005	-2146885627
CRYPT_E_NO_PROVIDER	0x80092006	-2146885626
CRYPT_E_SELF_SIGNED	0x80092007	-2146885625
CRYPT_E_DELETED_PREV	0x80092008	-2146885624
CRYPT_E_NO_MATCH	0x80092009	-2146885623
CRYPT_E_UNEXPECTED_MSG_TYPE	0x8009200A	-2146885622
CRYPT_E_NO_KEY_PROPERTY	0x8009200B	-2146885621
CRYPT_E_NO_DECRYPT_CERT	0x8009200C	-2146885620
CRYPT_E_BAD_MSG	0x8009200D	-2146885619
CRYPT_E_NO_SIGNER	0x8009200E	-2146885618
CRYPT_E_PENDING_CLOSE	0x8009200F	-2146885617
CRYPT_E_REVOKED	0x80092010	-2146885616
CRYPT_E_NO_REVOCATION_DLL	0x80092011	-2146885615
CRYPT_E_NO_REVOCATION_CHECK	0x80092012	-2146885614
CRYPT_E_REVOCATION_OFFLINE	0x80092013	-2146885613
CRYPT_E_NOT_IN_REVOCATION_DATABASE	0x80092014	-2146885612
CRYPT_E_INVALID_NUMERIC_STRING	0x80092020	-2146885600
CRYPT_E_INVALID_PRINTABLE_STRING	0x80092021	-2146885599
CRYPT_E_INVALID_IA5_STRING	0x80092022	-2146885598
CRYPT_E_INVALID_X500_STRING	0x80092023	-2146885597
CRYPT_E_NOT_CHAR_STRING	0x80092024	-2146885596
CRYPT_E_FILERESIZED	0x80092025	-2146885595
CRYPT_E_SECURITY_SETTINGS	0x80092026	-2146885594
CRYPT_E_NO_VERIFY_USAGE_DLL	0x80092027	-2146885593
CRYPT_E_NO_VERIFY_USAGE_CHECK	0x80092028	-2146885592
CRYPT_E_VERIFY_USAGE_OFFLINE	0x80092029	-2146885591
CRYPT_E_NOT_IN_CTL	0x8009202A	-2146885590
CRYPT_E_NO_TRUSTED_SIGNER	0x8009202B	-2146885589
CRYPT_E_MISSING_PUBKEY_PARA	0x8009202C	-2146885588
CRYPT_E_OSS_ERROR	0x80093000	-2146881536
OSS_MORE_BUF	0x80093001	-2146881535
OSS_NEGATIVE_UINTEGER	0x80093002	-2146881534
OSS_PDU_RANGE	0x80093003	-2146881533
OSS_MORE_INPUT	0x80093004	-2146881532
OSS_DATA_ERROR	0x80093005	-2146881531
OSS_BAD_ARG	0x80093006	-2146881530
OSS_BAD_VERSION	0x80093007	-2146881529
OSS_OUT_MEMORY	0x80093008	-2146881528
OSS_PDU_MISMATCH	0x80093009	-2146881527
OSS_LIMITED	0x8009300A	-2146881526
OSS_BAD_PTR	0x8009300B	-2146881525
OSS_BAD_TIME	0x8009300C	-2146881524
OSS_INDEFINITE_NOT_SUPPORTED	0x8009300D	-2146881523
OSS_MEM_ERROR	0x8009300E	-2146881522
OSS_BAD_TABLE	0x8009300F	-2146881521
OSS_TOO_LONG	0x80093010	-2146881520
OSS_CONSTRAINT_VIOLATED	0x80093011	-2146881519
OSS_FATAL_ERROR	0x80093012	-2146881518
OSS_ACCESS_SERIALIZATION_ERROR	0x80093013	-2146881517
OSS_NULL_TBL	0x80093014	-2146881516
OSS_NULL_FCN	0x80093015	-2146881515
OSS_BAD_ENCRULES	0x80093016	-2146881514
OSS_UNAVAIL_ENCRULES	0x80093017	-2146881513
OSS_CANT_OPEN_TRACE_WINDOW	0x80093018	-2146881512
OSS_UNIMPLEMENTED	0x80093019	-2146881511
OSS_OID_DLL_NOT_LINKED	0x8009301A	-2146881510
OSS_CANT_OPEN_TRACE_FILE	0x8009301B	-2146881509
OSS_TRACE_FILE_ALREADY_OPEN	0x8009301C	-2146881508
OSS_TABLE_MISMATCH	0x8009301D	-2146881507
OSS_TYPE_NOT_SUPPORTED	0x8009301E	-2146881506
OSS_REAL_DLL_NOT_LINKED	0x8009301F	-2146881505
OSS_REAL_CODE_NOT_LINKED	0x80093020	-2146881504
OSS_OUT_OF_RANGE	0x80093021	-2146881503
OSS_COPIER_DLL_NOT_LINKED	0x80093022	-2146881502
OSS_CONSTRAINT_DLL_NOT_LINKED	0x80093023	-2146881501
OSS_COMPARATOR_DLL_NOT_LINKED	0x80093024	-2146881500
OSS_COMPARATOR_CODE_NOT_LINKED	0x80093025	-2146881499
OSS_MEM_MGR_DLL_NOT_LINKED	0x80093026	-2146881498
OSS_PDV_DLL_NOT_LINKED	0x80093027	-2146881497
OSS_PDV_CODE_NOT_LINKED	0x80093028	-2146881496
OSS_API_DLL_NOT_LINKED	0x80093029	-2146881495
OSS_BERDER_DLL_NOT_LINKED	0x8009302A	-2146881494
OSS_PER_DLL_NOT_LINKED	0x8009302B	-2146881493
OSS_OPEN_TYPE_ERROR	0x8009302C	-2146881492
OSS_MUTEX_NOT_CREATED	0x8009302D	-2146881491
OSS_CANT_CLOSE_TRACE_FILE	0x8009302E	-2146881490
CRYPT_E_ASN1_ERROR	0x80093100	-2146881280
CRYPT_E_ASN1_INTERNAL	0x80093101	-2146881279
CRYPT_E_ASN1_EOD	0x80093102	-2146881278
CRYPT_E_ASN1_CORRUPT	0x80093103	-2146881277
CRYPT_E_ASN1_LARGE	0x80093104	-2146881276
CRYPT_E_ASN1_CONSTRAINT	0x80093105	-2146881275
CRYPT_E_ASN1_MEMORY	0x80093106	-2146881274
CRYPT_E_ASN1_OVERFLOW	0x80093107	-2146881273
CRYPT_E_ASN1_BADPDU	0x80093108	-2146881272
CRYPT_E_ASN1_BADARGS	0x80093109	-2146881271
CRYPT_E_ASN1_BADREAL	0x8009310A	-2146881270
CRYPT_E_ASN1_BADTAG	0x8009310B	-2146881269
CRYPT_E_ASN1_CHOICE	0x8009310C	-2146881268
CRYPT_E_ASN1_RULE	0x8009310D	-2146881267
CRYPT_E_ASN1_UTF8	0x8009310E	-2146881266
CRYPT_E_ASN1_PDU_TYPE	0x80093133	-2146881229
CRYPT_E_ASN1_NYI	0x80093134	-2146881228
CRYPT_E_ASN1_EXTENDED	0x80093201	-2146881023
CRYPT_E_ASN1_NOEOD	0x80093202	-2146881022
CERTSRV_E_BAD_REQUESTSUBJECT	0x80094001	-2146877439
CERTSRV_E_NO_REQUEST	0x80094002	-2146877438
CERTSRV_E_BAD_REQUESTSTATUS	0x80094003	-2146877437
CERTSRV_E_PROPERTY_EMPTY	0x80094004	-2146877436
CERTSRV_E_INVALID_CA_CERTIFICATE	0x80094005	-2146877435
CERTSRV_E_SERVER_SUSPENDED	0x80094006	-2146877434
CERTSRV_E_ENCODING_LENGTH	0x80094007	-2146877433
CERTSRV_E_ROLECONFLICT	0x80094008	-2146877432
CERTSRV_E_RESTRICTEDOFFICER	0x80094009	-2146877431
CERTSRV_E_KEY_ARCHIVAL_NOT_CONFIGURED	0x8009400A	-2146877430
CERTSRV_E_NO_VALID_KRA	0x8009400B	-2146877429
CERTSRV_E_BAD_REQUEST_KEY_ARCHIVAL	0x8009400C	-2146877428
CERTSRV_E_NO_CAADMIN_DEFINED	0x8009400D	-2146877427
CERTSRV_E_BAD_RENEWAL_CERT_ATTRIBUTE	0x8009400E	-2146877426
CERTSRV_E_NO_DB_SESSIONS	0x8009400F	-2146877425
CERTSRV_E_ALIGNMENT_FAULT	0x80094010	-2146877424
CERTSRV_E_ENROLL_DENIED	0x80094011	-2146877423
CERTSRV_E_TEMPLATE_DENIED	0x80094012	-2146877422
CERTSRV_E_DOWNLEVEL_DC_SSL_OR_UPGRADE	0x80094013	-2146877421
CERTSRV_E_UNSUPPORTED_CERT_TYPE	0x80094800	-2146875392
CERTSRV_E_NO_CERT_TYPE	0x80094801	-2146875391
CERTSRV_E_TEMPLATE_CONFLICT	0x80094802	-2146875390
CERTSRV_E_SUBJECT_ALT_NAME_REQUIRED	0x80094803	-2146875389
CERTSRV_E_ARCHIVED_KEY_REQUIRED	0x80094804	-2146875388
CERTSRV_E_SMIME_REQUIRED	0x80094805	-2146875387
CERTSRV_E_BAD_RENEWAL_SUBJECT	0x80094806	-2146875386
CERTSRV_E_BAD_TEMPLATE_VERSION	0x80094807	-2146875385
CERTSRV_E_TEMPLATE_POLICY_REQUIRED	0x80094808	-2146875384
CERTSRV_E_SIGNATURE_POLICY_REQUIRED	0x80094809	-2146875383
CERTSRV_E_SIGNATURE_COUNT	0x8009480A	-2146875382
CERTSRV_E_SIGNATURE_REJECTED	0x8009480B	-2146875381
CERTSRV_E_ISSUANCE_POLICY_REQUIRED	0x8009480C	-2146875380
CERTSRV_E_SUBJECT_UPN_REQUIRED	0x8009480D	-2146875379
CERTSRV_E_SUBJECT_DIRECTORY_GUID_REQUIRED	0x8009480E	-2146875378
CERTSRV_E_SUBJECT_DNS_REQUIRED	0x8009480F	-2146875377
CERTSRV_E_ARCHIVED_KEY_UNEXPECTED	0x80094810	-2146875376
CERTSRV_E_KEY_LENGTH	0x80094811	-2146875375
CERTSRV_E_SUBJECT_EMAIL_REQUIRED	0x80094812	-2146875374
CERTSRV_E_UNKNOWN_CERT_TYPE	0x80094813	-2146875373
CERTSRV_E_CERT_TYPE_OVERLAP	0x80094814	-2146875372
XENROLL_E_KEY_NOT_EXPORTABLE	0x80095000	-2146873344
XENROLL_E_CANNOT_ADD_ROOT_CERT	0x80095001	-2146873343
XENROLL_E_RESPONSE_KA_HASH_NOT_FOUND	0x80095002	-2146873342
XENROLL_E_RESPONSE_UNEXPECTED_KA_HASH	0x80095003	-2146873341
XENROLL_E_RESPONSE_KA_HASH_MISMATCH	0x80095004	-2146873340
XENROLL_E_KEYSPEC_SMIME_MISMATCH	0x80095005	-2146873339
TRUST_E_SYSTEM_ERROR	0x80096001	-2146869247
TRUST_E_NO_SIGNER_CERT	0x80096002	-2146869246
TRUST_E_COUNTER_SIGNER	0x80096003	-2146869245
TRUST_E_CERT_SIGNATURE	0x80096004	-2146869244
TRUST_E_TIME_STAMP	0x80096005	-2146869243
TRUST_E_BAD_DIGEST	0x80096010	-2146869232
TRUST_E_BASIC_CONSTRAINTS	0x80096019	-2146869223
TRUST_E_FINANCIAL_CRITERIA	0x8009601E	-2146869218
MSSIPOTF_E_OUTOFMEMRANGE	0x80097001	-2146865151
MSSIPOTF_E_CANTGETOBJECT	0x80097002	-2146865150
MSSIPOTF_E_NOHEADTABLE	0x80097003	-2146865149
MSSIPOTF_E_BAD_MAGICNUMBER	0x80097004	-2146865148
MSSIPOTF_E_BAD_OFFSET_TABLE	0x80097005	-2146865147
MSSIPOTF_E_TABLE_TAGORDER	0x80097006	-2146865146
MSSIPOTF_E_TABLE_LONGWORD	0x80097007	-2146865145
MSSIPOTF_E_BAD_FIRST_TABLE_PLACEMENT	0x80097008	-2146865144
MSSIPOTF_E_TABLES_OVERLAP	0x80097009	-2146865143
MSSIPOTF_E_TABLE_PADBYTES	0x8009700A	-2146865142
MSSIPOTF_E_FILETOOSMALL	0x8009700B	-2146865141
MSSIPOTF_E_TABLE_CHECKSUM	0x8009700C	-2146865140
MSSIPOTF_E_FILE_CHECKSUM	0x8009700D	-2146865139
MSSIPOTF_E_FAILED_POLICY	0x80097010	-2146865136
MSSIPOTF_E_FAILED_HINTS_CHECK	0x80097011	-2146865135
MSSIPOTF_E_NOT_OPENTYPE	0x80097012	-2146865134
MSSIPOTF_E_FILE	0x80097013	-2146865133
MSSIPOTF_E_CRYPT	0x80097014	-2146865132
MSSIPOTF_E_BADVERSION	0x80097015	-2146865131
MSSIPOTF_E_DSIG_STRUCTURE	0x80097016	-2146865130
MSSIPOTF_E_PCONST_CHECK	0x80097017	-2146865129
MSSIPOTF_E_STRUCTURE	0x80097018	-2146865128
TRUST_E_PROVIDER_UNKNOWN	0x800B0001	-2146762751
TRUST_E_ACTION_UNKNOWN	0x800B0002	-2146762750
TRUST_E_SUBJECT_FORM_UNKNOWN	0x800B0003	-2146762749
TRUST_E_SUBJECT_NOT_TRUSTED	0x800B0004	-2146762748
DIGSIG_E_ENCODE	0x800B0005	-2146762747
DIGSIG_E_DECODE	0x800B0006	-2146762746
DIGSIG_E_EXTENSIBILITY	0x800B0007	-2146762745
DIGSIG_E_CRYPTO	0x800B0008	-2146762744
PERSIST_E_SIZEDEFINITE	0x800B0009	-2146762743
PERSIST_E_SIZEINDEFINITE	0x800B000A	-2146762742
PERSIST_E_NOTSELFSIZING	0x800B000B	-2146762741
TRUST_E_NOSIGNATURE	0x800B0100	-2146762496
CERT_E_EXPIRED	0x800B0101	-2146762495
CERT_E_VALIDITYPERIODNESTING	0x800B0102	-2146762494
CERT_E_ROLE	0x800B0103	-2146762493
CERT_E_PATHLENCONST	0x800B0104	-2146762492
CERT_E_CRITICAL	0x800B0105	-2146762491
CERT_E_PURPOSE	0x800B0106	-2146762490
CERT_E_ISSUERCHAINING	0x800B0107	-2146762489
CERT_E_MALFORMED	0x800B0108	-2146762488
CERT_E_UNTRUSTEDROOT	0x800B0109	-2146762487
